Vessel,VesselID,CT1,CT1Label,CT1ID,BGene1,BGene1Label,BGene1ID,BGene2,BGene2Label,BGene2ID,BGene3,BGene3Label,BGene3ID,BGene4,BGene4Label,BGene4ID,PathFromHeart
subserous artery of colon,,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;inferior mesenteric artery;left colic artery;ascending branch of left colic artery;marginal artery of Drummond;vasa recta of colon;long branch of vasa recta of colon;subserous artery of colon
subserous artery of colon,,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;inferior mesenteric artery;left colic artery;ascending branch of left colic artery;marginal artery of Drummond;vasa recta of colon;long branch of vasa recta of colon;subserous artery of colon
subserous artery of colon,,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;inferior mesenteric artery;left colic artery;ascending branch of left colic artery;marginal artery of Drummond;vasa recta of colon;long branch of vasa recta of colon;subserous artery of colon
subserous artery of colon #2,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;inferior mesenteric artery;left colic artery;ascending branch of left colic artery;marginal artery of Drummond;vasa recta of colon;short branch of vasa recta of colon;subserous artery of colon #2
subserous artery of colon #2,,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;inferior mesenteric artery;left colic artery;ascending branch of left colic artery;marginal artery of Drummond;vasa recta of colon;short branch of vasa recta of colon;subserous artery of colon #2
subserous artery of colon #2,,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;inferior mesenteric artery;left colic artery;ascending branch of left colic artery;marginal artery of Drummond;vasa recta of colon;short branch of vasa recta of colon;subserous artery of colon #2
subserous artery of colon #2,,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;inferior mesenteric artery;left colic artery;ascending branch of left colic artery;marginal artery of Drummond;vasa recta of colon;short branch of vasa recta of colon;subserous artery of colon #2
subserous vein of colon,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right atrium;inferior vena cava;left hepatic vein;segmental hepatic vein;central vein of liver;hepatic sinusoid;hepatic portal venule;lateral inferior segmental hepatic portal vein;left lateral hepatic portal vein;left hepatic portal vein;hepatic portal vein;superior mesenteric vein;ileocolic vein;vena recta of large intestine;subserous vein of colon
subserous vein of colon,,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,right atrium;inferior vena cava;left hepatic vein;segmental hepatic vein;central vein of liver;hepatic sinusoid;hepatic portal venule;lateral inferior segmental hepatic portal vein;left lateral hepatic portal vein;left hepatic portal vein;hepatic portal vein;superior mesenteric vein;ileocolic vein;vena recta of large intestine;subserous vein of colon
sulcal artery,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;vertebral artery;anterior spinal artery;sulcal artery
sulcal artery,,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;vertebral artery;anterior spinal artery;sulcal artery
sulcal artery,,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;vertebral artery;anterior spinal artery;sulcal artery
sulcal artery,,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;vertebral artery;anterior spinal artery;sulcal artery
superficial branch of lateral plantar artery,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;tibial-peroneal trunk;posterior tibial artery;lateral plantar artery;superficial branch of lateral plantar artery
superficial branch of lateral plantar artery,,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;tibial-peroneal trunk;posterior tibial artery;lateral plantar artery;superficial branch of lateral plantar artery
superficial branch of lateral plantar artery,,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;tibial-peroneal trunk;posterior tibial artery;lateral plantar artery;superficial branch of lateral plantar artery
superficial branch of lateral plantar artery,,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;tibial-peroneal trunk;posterior tibial artery;lateral plantar artery;superficial branch of lateral plantar artery
superficial branch of medial plantar artery,FMA:43933,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;tibial-peroneal trunk;posterior tibial artery;medial plantar artery;superficial branch of medial plantar artery
superficial branch of medial plantar artery,FMA:43933,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;tibial-peroneal trunk;posterior tibial artery;medial plantar artery;superficial branch of medial plantar artery
superficial branch of medial plantar artery,FMA:43933,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;tibial-peroneal trunk;posterior tibial artery;medial plantar artery;superficial branch of medial plantar artery
superficial branch of medial plantar artery,FMA:43933,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;tibial-peroneal trunk;posterior tibial artery;medial plantar artery;superficial branch of medial plantar artery
superficial cervical artery,UBERON:0001071,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;thyrocervical trunk;transverse cervical artery;superficial cervical artery
superficial cervical artery,UBERON:0001071,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;thyrocervical trunk;transverse cervical artery;superficial cervical artery
superficial cervical artery,UBERON:0001071,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;thyrocervical trunk;transverse cervical artery;superficial cervical artery
superficial cervical artery,UBERON:0001071,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;thyrocervical trunk;transverse cervical artery;superficial cervical artery
superficial circumflex iliac artery,UBERON:0009041,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial circumflex iliac artery
superficial circumflex iliac artery,UBERON:0009041,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial circumflex iliac artery
superficial circumflex iliac artery,UBERON:0009041,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial circumflex iliac artery
superficial circumflex iliac artery,UBERON:0009041,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial circumflex iliac artery
superficial epigastric artery,UBERON:0034964,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial epigastric artery
superficial epigastric artery,UBERON:0034964,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial epigastric artery
superficial epigastric artery,UBERON:0034964,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial epigastric artery
superficial epigastric artery,UBERON:0034964,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial epigastric artery
superficial epigastric vein,UBERON:0014692,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right atrium;inferior vena cava;common iliac vein;external iliac vein;femoral vein;great saphenous vein;superficial epigastric vein
superficial epigastric vein,UBERON:0014692,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,right atrium;inferior vena cava;common iliac vein;external iliac vein;femoral vein;great saphenous vein;superficial epigastric vein
superficial external pudendal artery,UBERON:0007317,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial external pudendal artery
superficial external pudendal artery,UBERON:0007317,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial external pudendal artery
superficial external pudendal artery,UBERON:0007317,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial external pudendal artery
superficial external pudendal artery,UBERON:0007317,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial external pudendal artery
superficial external pudendal vein,UBERON:0009049,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right atrium;inferior vena cava;common iliac vein;external iliac vein;femoral vein;great saphenous vein;superficial external pudendal vein
superficial external pudendal vein,UBERON:0009049,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,right atrium;inferior vena cava;common iliac vein;external iliac vein;femoral vein;great saphenous vein;superficial external pudendal vein
superficial femoral artery,FMA:0323777,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery
superficial femoral artery,FMA:0323777,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery
superficial femoral artery,FMA:0323777,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery
superficial femoral artery,FMA:0323777,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery
superficial iliac circumflex vein,FMA:44319,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right atrium;inferior vena cava;common iliac vein;external iliac vein;femoral vein;great saphenous vein;superficial iliac circumflex vein
superficial iliac circumflex vein,FMA:44319,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,right atrium;inferior vena cava;common iliac vein;external iliac vein;femoral vein;great saphenous vein;superficial iliac circumflex vein
superficial middle cerebral vein,UBERON:0035231,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;inferior petrosal sinus;cavernous sinus;superficial middle cerebral vein
superficial middle cerebral vein,UBERON:0035231,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;inferior petrosal sinus;cavernous sinus;superficial middle cerebral vein
superficial palmar arch,UBERON:0006564,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;ulnar artery;superficial palmar arch
superficial palmar arch,UBERON:0006564,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;ulnar artery;superficial palmar arch
superficial palmar arch,UBERON:0006564,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;ulnar artery;superficial palmar arch
superficial palmar arch,UBERON:0006564,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;ulnar artery;superficial palmar arch
superficial palmar branch of radial artery,FMA:22752,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;radial artery;superficial palmar branch of radial artery
superficial palmar branch of radial artery,FMA:22752,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;radial artery;superficial palmar branch of radial artery
superficial palmar branch of radial artery,FMA:22752,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;radial artery;superficial palmar branch of radial artery
superficial palmar branch of radial artery,FMA:22752,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;brachial artery;radial artery;superficial palmar branch of radial artery
superficial palmar venous arch,FMA:22914,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right atrium;superior vena cava;brachiocephalic vein;subclavian vein;axillary vein;brachial vein;ulnar vein;superficial palmar venous arch
superficial palmar venous arch,FMA:22914,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,right atrium;superior vena cava;brachiocephalic vein;subclavian vein;axillary vein;brachial vein;ulnar vein;superficial palmar venous arch
superficial submandibular vein,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right atrium;superior vena cava;brachiocephalic vein;subclavian vein;external jugular vein;anterior jugular vein;superficial submandibular vein
superficial submandibular vein,,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,right atrium;superior vena cava;brachiocephalic vein;subclavian vein;external jugular vein;anterior jugular vein;superficial submandibular vein
superficial superior gluteal artery,FMA:21120,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;posterior division of internal iliac artery;superior gluteal artery;superficial superior gluteal artery
superficial superior gluteal artery,FMA:21120,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;posterior division of internal iliac artery;superior gluteal artery;superficial superior gluteal artery
superficial superior gluteal artery,FMA:21120,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;posterior division of internal iliac artery;superior gluteal artery;superficial superior gluteal artery
superficial superior gluteal artery,FMA:21120,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;posterior division of internal iliac artery;superior gluteal artery;superficial superior gluteal artery
superficial temporal artery,UBERON:0001614,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;superficial temporal artery
superficial temporal artery,UBERON:0001614,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;superficial temporal artery
superficial temporal artery,UBERON:0001614,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;superficial temporal artery
superficial temporal artery,UBERON:0001614,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;superficial temporal artery
superficial temporal vein,UBERON:0001657,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;common facial vein;anterior branch of retromandibular vein;retromandibular vein;superficial temporal vein
superficial temporal vein,UBERON:0001657,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;common facial vein;anterior branch of retromandibular vein;retromandibular vein;superficial temporal vein
superficial white pulp capillary of spleen,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;celiac artery;splenic artery;lobar artery of spleen;segmental branch of lobar artery of spleen;spleen trabecular artery;spleen central arteriole;non-penicillar arteriole of spleen;sheathed capillary of spleen;superficial white pulp capillary of spleen
superficial white pulp capillary of spleen,,capillary endothelial cell,capillary endothelial cell,CL:0002144,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;celiac artery;splenic artery;lobar artery of spleen;segmental branch of lobar artery of spleen;spleen trabecular artery;spleen central arteriole;non-penicillar arteriole of spleen;sheathed capillary of spleen;superficial white pulp capillary of spleen
superior anastomotic vein,FMA:51238,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;confluence of sinuses;superior sagittal sinus;superior anastomotic vein
superior anastomotic vein,FMA:51238,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;confluence of sinuses;superior sagittal sinus;superior anastomotic vein
superior bulb of internal jugular vein,UBERON:0034981,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;superior bulb of internal jugular vein
superior bulb of internal jugular vein,UBERON:0034981,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;superior bulb of internal jugular vein
superior cerebellar artery,UBERON:0001635,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;vertebral artery;basilar artery;superior cerebellar artery
superior cerebellar artery,UBERON:0001635,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;vertebral artery;basilar artery;superior cerebellar artery
superior cerebellar artery,UBERON:0001635,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;vertebral artery;basilar artery;superior cerebellar artery
